Nom,Adresse,Latitude,Longitude,Nombre d'avis,Note moyenne,Reviews,Arrondissement
Impérial Choisy 美丽都,"32 Av. de Choisy, 75013 Paris, France",48.82222220000001,2.3633333,2483,3.9,"[""Yummy Chinese food.\n\nWe tried to order the Roast Pork but they had run out.\n\nWe instead got Roast Duck (named Peking Duck) and the Char Siu.\n\nStaff don't really know much English, so French is the way to go. We got away with speaking some half decent Mandarin."", 'I may be heavily biased as a Torontonian but I did not particularly find the food here good, average at best. We had a plate of veggies, pork, duck, and dry fried beef ho fun. Veggies were cooked well. Pork had barely any crisp to the crust which was the most disappointing part. The duck was thick and chewy. The beef in the ho fun was dry but the noodles were otherwise cooked ok. The Michelin recommendation is not supported on this visit sadly.', 'One of the best roasted ducks I’ve had—I’d compare it to Michelin spots in Hong Kong! The crispy pork had the perfect salty flavor, and the dumplings were packed with a generous filling. Highly recommend this restaurant! :)', 'I recommend this restaurant they make good traditional cantonese food with good service, generous portions and very reasonable prices. Their roasted duck was delicious, and the fried vegetable noodles were so good, obviously the noodles were fresh and home made. Their chicken with lemon sauce wasn’t so good, the fried chicken part was great but the lemon sauce tasted like candy, I think they went too much on the corn syrup or something made taste funny.\nAnd I think they should pay more attention for the toilets because some customers misuse them.', 'There is a long line at the door with a full restaurant, which is always a good sign. The food is certainly not disappointing. I have not had good Chinese food for quite some time. The food quality and authenticity of this restaurant easily beat any Chinese restaurant in the entire DMV (Washington DC, Maryland, Northern Virginia) region. I know this at the first bite of the chicken dish, which you can tastes the real flavor of the chicken.  The seafood carousel is also very good.']",13e
L'Hommage,"36 Av. de Choisy, 75013 Paris, France",48.82239620000001,2.3631203,894,4.8,"['We had a lovely experience in this restaurant. We did the six course tasting menu and every dish was tasty. The service is good. We were running a bit late and the restaurant didn’t have any issues with it.', 'This was great value for money. We opted for the six course tasting menu and we were delighted with everything offered - beautiful dishes, lots of inventive things but overall just really excellent food. The fish courses were a particular delight and the desserts (yes, plural, somehow) were some of the best we’ve had. Great service (excellent English but also humoured us with our dodgy French) and would definitely recommend.', 'This was the best dinner experience I’ve ever had in my life, incredible food and very attentive and charismatic waiters who took their time to explain everything in English. It was our first fine dining experience and we really enjoyed the friendly atmosphere. They were also very accommodating to our dietary restrictions (vegetarian and allergies). A special thanks to the service staff which were incredibly friendly people! Thank you!', 'Just one word to describe everything : perfect. We had the 6 course ala carte and every plate they put in our table is very fullfiling. And the price is not bad at all. Service was excellent and the ambiance of the place makes  you feel right at home. Parfait!', 'My husband found L’Hommage since we had an overnight in Paris before heading back home.\n\nWow!\n\nThis place really lives up to its place in the Michelin Guide! We had the six courses and they did not disappoint. From the amuse bouche through to the dessert, everything was perfection and the service was incroyable. Would definitely visit again when in Paris.']",13e
Bambou d'Or,"9 Rue Philibert Lucot, 75013 Paris, France",48.82220900000001,2.3617467,449,4.1,"[""You know it's authentic when the mom is the cook and doesn't even speak French, and the daughter is the waitress. Everything was so amazing. Best Cambodian food we ever had, from the rice cakes to the spring rolls, the prawns and need dishes, highly recommend this gem."", 'Coconut chicken is so great, I would like to back again for it\U0001f979', 'Best Cambodian restaurant in Paris! It is my favorite place to eat! I recommend grilled pork ribs! and Amok. Very friendly service and all dishes tastes like warm homemade foods.', ""Best Cambodian food I've ever tried. The dishes so so tasty and the owner is very friendly."", ""Excellent  Cambodian restaurant, very good experience, the food is great and savory and they serve good portions, so you're full after eating there !!! 😁😁😁""]",13e
Plaisir Huit,"20 Rue Nationale, 75013 Paris, France",48.82351069999999,2.3685838,154,4.4,"['A little expensive but delicious. Clean and has a good service.', 'Great place : cheap and full meal, great taste, nice decoration, so clean, having A/C, calm street 😊', 'Nice food, nice service. Perfect for a quick lunch', 'Good food, simple but clean and new restaurant.  Tea was offered . Bimbimbap was not very big though', 'I highly recommend... Very nice food and service']",13e
Galerie Oslo,"44 Av. d'Ivry, 75013 Paris, France",48.8235868,2.3657419,1294,3.9,"[""This is generally a good Chinese restaurant with a very wide selection of Chinese dishes. I definitely recommend their Pekin duck, which was cut and served as a table side. The duck comes in an authentic way, with wraps and veggies and sauces that you can use to make a yummy duck wrap. We ordered a whole duck, had half of it in the pekin duck style and used the other half to make a duck veggie stir-fry dish and a duck stir-fry noodle dish. Although it's very considerate of the restaurant to offer us the option of using half of the duck to order other dishes, I wouldn't recommend the stir-fry dishes here. They were too oily for me and my friends, and all we could taste was oil, oil and oil. However, apart from the pekin duck, I definitely recommend the dim sums and Chinese dumplings here. They were so yummy and most of them tasted really authentic. I loved the soup dumplings and the shrimp dim sums the most. The restaurant is very spacious, so normally, even if you come without reservation, you don't need to wait for a long time. So to be brief, the pekin duck and dim sums are really great here, you wouldn't regret try them."", 'One of the oldest Chinese restaurant in Paris Chinatown. Food average, food quantity not enough. Only good for special event as they have a big big room. One of the biggest chinese restaurant in Paris Chinatown.', 'Friendly staff and service. A bit disappointed with the quality of the dim sum. Very pricey for what it is. But the whole duck and other dishes looked delicious and the restaurant was full by 12:30 on a Saturday. I would probably come back to try their family sized dishes. In the photo was the only dim sum dish that I thought was good.', ""It's even better than most of the Chinese restaurant in China, the roast duck is just gorgeous beyond praise."", 'Best Chinese food in Paris or surrounding area.\nMy gastronomical highlight of Paris!']",13e
Phó 18,"18 Rue Philibert Lucot, 75013 Paris, France",48.82228620000001,2.3611379,985,4.6,"['The restaurant owners is an old Vietnamese couple, they are fantastically nice and friendly, willing to share and explain the stories behind foods, it’s more than a 5star service. Highly recommend , highly respect , highly appreciate.\n\nFoods r wonderful, thumb licking good! Especially the soup of pho, the fresh spring rolls\n\nBest pho in Paris', 'We found a real gem! I had heard great reviews  about this place so decided to take my parents to try on our recent trip to Paris. My parents are from Vietnam and I have failed to find a pho restaurant in London which has impressed them. Finally Phó 18 impressed them with the quality of the pho (clean but flavoursome broth, perfect noodle texture and tender beef) and dessert (the “three colour” che ba mao coconut drink was the best we have ever had). The lovely owner talked us through how they make their delicious broth, confirming that each batch is made with large bones of Charolais beef (French bred and certified) which are slowly cooked each day to ensure a balanced flavour and freshness (there is no overnight broth which is why the broth is so clear in comparison to the cloudiness of other restaurants). The sweetness and flavours of the beef infiltrates the soup, without the need for strong seasoning (which some other restaurants will use to substitute flavour).  The che dessert is made fresh (not with artificial powders) and with quality coconut milk therefore there is a limited amount available so don’t miss this before they are sold out.  It’s a shame we do not live in Paris as we would certainly be regulars. Highly recommend this restaurant for those that want to enjoy high quality and authentic pho and che.', 'Everything we ordered tastes so good and got great portions, too. Eating outside on the street isnt also loud so it’s a great place to sit outside and enjoy the summer weather of Paris though you can also sit inside. Overall, would recommend if you’re into Vietnamese food with big portions. If you are a small eater, consider sharing with someone.\n\nEnjoy!', 'Authentic Vietnamese food. Taste just like like the way I remember  in my childhood . I always order beef rice noodles soup and my husband always order beef and nem rice vermicelli.  They make really good 3 colors rich coconut milk drink/dessert.', ""Pho 18 serves a good bun bo hue, on the menu as 'soup speciale au pied de cochon', with side of shrimp paste for adjustment to your liking. There's not much herbs but in Paris this seems to be the standard, they don't grow an abundance of herbs like you would get in a warmer climate. Soup was good, spring rolls are good, service warm and friendly.""]",13e
美丽邨,"61 Av. de Choisy, 75013 Paris, France",48.82305779999999,2.3622058,19,3.3,"['The imperial concubine chicken is very delicious. The chicken is fresh and comes with two plates of dipping sauce. It has the appearance and spirit of Cantonese-style white-cut chicken. One person ordered a quarter, which also came with chicken legs. The service is mediocre. A store with good value for money, I will visit again.', ""The service is very good and the taste is also very good. I especially like the imperial concubine chicken. I have tried many dishes and have never been disappointed. Compared with that beauty, it's not even the slightest bit stronger. I felt unwelcome as soon as I walked in the beautiful city. I was asked to do the same thing when I had a meal. I couldn't even cook a roast duck. They asked me to get a duck burrito with bones. It was really enough. I will never go to Mirador City again, I will only come to Mirador"", 'Not going today. Been there once before. I wanted to add some extra dishes, so I was very polite and asked the boss for the menu. I only said it once, and the boss yelled at me, ""Didn\'t you see that he was busy?"" Speechless. Extremely embarrassing. The food is just so-so, and I don\'t think it tastes very good. Someone in Xiaohongshu once said that his family\'s attitude was bad, and they scolded him back in French. I was really speechless. Anyone who has been there will understand. One star is too much', ""The attitude was extremely bad. My friend had Parkinson's disease and couldn't hold their chopsticks. They were too slippery. I very politely asked for a pair of disposable chopsticks. He directly scolded the person and said that the boss would not give it to him even if he told him not to give it. I'm going to argue, just tell me to get lost... Where does this courage come from? A Chinese restaurant that doesn't even have chopsticks."", ""The taste is okay, but it's very ordinary, so ordinary that I didn't even take a photo. The reason why I gave it two stars is because the male boss is a hermaphrodite and is always mocking the guests, which really affects their mood. Get more rest when you are tired. Don't use tiredness as an excuse to wait for a long time without even giving you a menu.""]",13e
Ngoc Xuyen Saigon,"4 Rue Caillaux, 75013 Paris, France",48.8229203,2.361734900000001,954,4.5,"['An amazing spot for authentic Vietnamese cuisine. Their soups are not only incredibly flavourful but also come in huge portions, making them perfect for a hearty and satisfying meal. If you’re looking for a cozy place to enjoy delicious Vietnamese food, this is a must-visit. Highly recommend.', 'I would give 11/10 if I could. This place totally satisfies my craving for Southern Vietnamese food \U0001f979 the pho, bun bo hue, che dau trang were all on point that we came back twice!\nThe owners and staff were all kind and friendly. It can be very crowded on weekend so long queue might be expectec', 'In the heart of Paris, Ngoc Xuyen offers an authentic taste of Saigon. The pho’s rich, nuanced broth and the perfectly crisp spring rolls, paired with an abundance of fresh herbs, evoke the soul of Vietnamese cuisine. Definitely going back.', 'We took a pho and a crab soup (bun rieu). The pho was good and the bun rieu was absolutely delicious !\nThe food looks home-made and is really authentic. Highly recommended !', 'Very very good rolls, the beef in the pho could’ve been more tender or thinly sliced but overall it was great']",13e
New Hoa Khoan,"15 Av. de Choisy, 75013 Paris, France",48.82084580000001,2.363477800000001,1619,4.3,"['Food was really good. Taste are good.\nService very quick despite the full restaurant room.\nWe are very close to other people.', ""It was OK.\nRecommended as the only good dim sum resto in Paris, haven't tried any others.\nSui mai and chicken feet were good the only good dishes.\nHa gao dough too tough. Cheung fun thick and heavy covered in a sweet soy sauce.\nThe rest may be good, but not to my taste.\nService good, attentive waiter who refilled teapot without us needing to ask"", 'I had my first dinner  here with my friends and it was great! Then I decided to take my family here too, and of course it was a great experience.\n\nBig portions and so amazingly good!', 'This restaurant is my favorite place for the dish Pho Phnom Penh, served with pork meat, minced pork and some innards, then squeezing some lemon on it, and it’s delicious. The portion is big enough. We also try their duck fried noodles, with juicy thick duck meat. Meat is also generously served.\nThe service is attentive and efficient.\nThe price is reasonable for the portion served.', 'Authentic food with a great variety of cantonese, cambodian, and thai dishes. One star was taken as roasted meat was not as fresh as expected.']",13e
Mai Tai One,"44 Av. d'Ivry, 75013 Paris, France",48.8235254,2.3657049,214,4.3,"['Nice friendly atmosphere.\nTasty, inexpensive food. I ordered take away for 3 people (not including drinks) for 32euro.\nPortion size is medium to big.', 'Not bad, god service and atmosphere.', 'Decent enough to satisfy Vietnamese food cravings. Staff were hard to communicate with in both English and French. Was quiet when we arrived so food and service was very efficient.', 'My family enjoyed their  Singaporean  fried noodles and Marmite.\nTaste and serving size good. Well recommended.', 'Fresh, fragrant and flavourful Vietnamese cuisine. Several veggie options. Liked it a lot!']",13e
New Saigon,"33 Av. de la Prte de Choisy, 75013 Paris, France",48.8195123,2.3649291,264,4.2,"['The food is the best here, really good if you are looking for good authentic Vietnamese food. I would suggest the rice and pork ribs are the best. My wife and I have been coming here for years as a tradition, the owner is accommodating to English speaking customers although he doesn’t speak much English, he tries his best.\nThe atmosphere is very peaceful.', ""This is must be the worst pho I ever been. The food it's not that great. I met people around the area told me this place no one go there, unfortunately for the first time in Paris accidents choose the wrong place. Soup so sweet like desserts."", 'Such a shame that such great food was soured and sullied by the utterly, incomprehensibly rude, poor service. If you must eat here, order from UberEats (if they\'re on it). Otherwise, Paris is full of other places with much more gracious and hospitable staff.\n\nPerhaps the older man who served us didn\'t care for clients, as the restaurant is already well established and he\'s making his money. Perhaps it was the wine he was drinking, or the fight he got into with another table (who may have been regulars.) But the entire experience was uncomfortable and awkward. After a long day of sightseeing, we were hungry and this was the exact antitheses of what any dining experience should have been.\n\nFor starters, when we asked for drinks, the older man was belligerent in even recieving the request. We were 6 people (and 2 kids) who ordered over €125+ worth of food and drink. There was a moment we\'d asked for something off the menu: ""fried rice with vegetable."" We were curtly told ""no, don\'t have"" until we pointed it out - after some shock at just how rudely it was stated - on the menu and he agreed, sheepishly, that it was something they did indeed have.\n\nI can\'t believe I even wasted this much effort on the review, it was such a horrid experience. Such a damned shame.', 'I remember dripping in sweat, sitting in this restaurant, and enjoying every flavourful minute of it. The restaurant is a bit tight but the service is quick and they are fully equipped to satisfy your cravings. Make sure to order some iced tea. It will make the heat feel 10x less painful.', ""When we ate their sandwiches for the first time, it wasn't bad. That's why we returned yesterday. But,.... it wasn't as good as before  , I'm sorry to say this but honestly it was the worst Vietnamese food we ever had.\n\nWe eat very often Vietnamese coz we love it, and it never disappoints us, so we visit several different Vietnamese restaurants. And yesterday... we had the worst Vietnamese dishes and were disappointed for the first time.\n\nWe got 1 bahn mi au poulet (chicken sandwich) , 1 bahn mi au bœuf (beef sandwich) , 5 pieces of fried chicken drumettes (or drumsticks I dunno), and 5 pieces of nems.\n\n• The breads of bahn mi were so dry, and for me there weren't enough vegetables in them, there weren't cucumbers and onions anyway. (Bahn mi without cucumbers and onions , it's weird for us) And as you can see in my photo, there was only one small branch of coriander which already started turning into yellow.\n• The fried chicken .... we couldn't finish one because they were TOO dry to chew, as if they were cooked 2, 3 days ago.\n• The nems, the rice paper skin was hard to chew , just like the chicken, and the meat in them was smelly (I'm sorry to say this but honestly the meat was stinky ☹️). It was our first time to eat nems that smell so strong.\n\nBecause of the quality of food, we wanted to give 1  star but since the price is quite cheap compared to the other Vietnamese restaurants in Paris, we put 2 stars.\n\nWe were so disappointed to return, we'll definitely never return again,\nbut we still wanted to leave a review because we hope the owners will take this problem seriously and have an improvement sincerely.""]",13e
Asie d'Ivry,"50 Av. de la Prte d'Ivry, 75013 Paris, France",48.82141110000001,2.3700606,16,4.4,"['Best authentic Asian bakery in Paris!', 'In this wholesale pastry shop which delivers to many Asian supermarkets throughout France, the welcome is very friendly from very kind ladies.\nThe traditional, handcrafted Asian pastries sold there are a delight.', 'I bought a pack of 12 ""vanilla almond flavored cake (mini)"", what a disaster, there is no taste. I looked in vain for vanilla and less almond except for the poor strip on top. On the other hand, my mouth was very dry after eating just one of these cookies, which shows that they leaven their dough with various chemicals.\n\nIn the past, we found large round, flat almond biscuits in Asian stores that could be kept for a long time and which, although not expensive, had a good almond taste.', 'Good quality traditional Chinese pastry.', 'Very very good ^^ #Quimper #bzh #bretagne']",13e
HAO HAO 好好,"23 Av. de Choisy, 75013 Paris, France",48.8212509,2.3634879,2553,3.9,"['""A great canteen for Cantonese food""\nWent there for a quick bite and ordered a ""mì sủi cảo"" and a ""hủ tiếu nam vang khô"". The broth is tasty, noodles are fine and meat are well cooked. Nothing exceptional, simple, quick. money worth. Have a try', 'Wow, the food was amazing and the service was quick. I was amazed at how efficient this place was. And the only place we were able to get actual real tea. Brewed and by the pitcher. Get the calamari (stuffed squid) thank me later.', 'Here offer Chinese & Vietnamese food.\n\nI love the noodles as it is really warm one and taste not super strong but dumpling is a little bit too stiffs.\n\nVeg —   Wonderful as very Cantonese style and a little bit spicy.\n\nStaffs are friendly as introduce a lot and very talkative !\n\nEnvironment is ok and wish they can keep more clean ;)\n\nRecommended as price is fair', ""Place was constantly packed when I was there. Which is a good sign, unfortunately I ordered a sweet and sour chicken  It wasn't to my liking due to the way the chicken was cooked, boiled and had the slimy film of skin on it.\nThis place was more like a cafe than a restaurant.  Be prepared to be squashed in a seating area at full capacity"", 'Recently visited a gem in Paris’ Asia town – a Chinese noodle shop that truly impressed. The beef noodles were a delight, boasting a rich and flavorful broth paired with perfectly cooked noodles. Equally noteworthy was the wanton pork, tender and seasoned to perfection. A must-visit for authentic, mouth-watering Chinese cuisine in the heart of Paris.']",13e
Heng Lay,"50 Av. d'Ivry, 75013 Paris, France",48.82375,2.365213,239,4.6,"['An amazing Cambodian restaurant! I tried loc lac rice with a sunny side egg! It’s PHENOMENAL- chewy sautéed beef and well-fried rice. I will come back for sure. A must try.', 'Very good small restaurant for Chinese-Vietnamese/Thailand.', ""Im from NYC and this place seems to taste more authentic than most similar places in ny. Give it a try if you're in the area and craving Southeast Asian flavors."", 'The food was incredible, the portions were huge, and the prices were way below what I expected, especially for a big city like Paris. I cannot reccommend this place enough! They have a wide array of dishes (at least 80 or so), from specifically Cambodian to more generally East Asian. The atmosphere was wonderful and cozy, servers are very sweet. In case you might need it they have bathroom in the back.', 'used to be really cheap but now its relatively normal/cheap. amazing food really chill place with a woman preparing the food in the restaurant which is super friendly:) food is really fast and good.']",13e
Thaï-Vien,"56 Av. de Choisy, 75013 Paris, France",48.8231024,2.3626473,872,4.4,"['We had the Vietnamese and Thai Papaya Salad. The Thai one was better seasoned and delicious, while the Vietnamese one was slightly bland. The Pork with Basil was really good although the portions could be bigger, we were still kind of hungry afterwards', 'Small restaurant with a comfy atmosphere. The food was delicious both times we went as a family. I recommend the springrolls and the fried rice with shrimp! Also, the old man working there was really nice and always helped us out. All in all, worth it!', ""It's okay. I ordered a Vietnamese papaya salad but am a little disappointed with the taste and the small size of the plate. What I got was not what it looks on the menu. Isan grilled beef(entrecote, says the menu) was nicely marinated but there was a piece that was very hard and chewy. The duck salad was delicious but I had issues with the size of the plates that I ordered. May be I should have tried the cold vermicelli noodle dishes, instead."", ""I recently had the pleasure of dining at Thaï-Vien, and it was an exceptional culinary experience.\n\nThaï-Vien offers a delightful fusion of Thai and Vietnamese cuisine, and it does so with finesse. The menu was diverse, featuring an array of dishes that catered to various tastes. Whether you're a fan of spicy Thai curries or craving the fresh flavors of Vietnamese pho, they have something for everyone.\n\nThe food at Thaï-Vien was not just delicious; it was a flavorful journey. Each dish was crafted with precision and care, showcasing the authentic flavors of both cuisines. The ingredients were fresh, and the balance of spices and herbs was impeccable.\n\nThe ambiance of the restaurant was also noteworthy. It had an inviting atmosphere that made dining there a pleasant experience. Whether you're visiting for a romantic dinner or a casual meal with friends, Thaï-Vien's setting is suitable for all occasions.\n\nLastly, the service was top-notch. The staff was attentive and knowledgeable about the menu, making recommendations that enhanced our dining experience.\n\nIn summary, Thaï-Vien is a culinary gem that offers a delightful fusion of Thai and Vietnamese flavors. If you're looking for a place to savor authentic and delicious dishes in a welcoming atmosphere, I highly recommend giving Thaï-Vien a try. It's a memorable dining experience that I look forward to repeating."", 'Super quick and good service and atmosphere, very good food 10/10 !!! Nem tradeua and baby crabs (fried) HIGHLY RECOMMENDED !!! GO THERE !!']",13e
Ladurée Gravelle,"2 Rte du Pesage, 75012 Paris, France",48.820066,2.4443323,100,4.0,"['We had an amazing time and experience here. My husband and I were on a 1 year anniversary trip in September and this was one of our highlights. I love Laduree and he had never been to one and visiting France we were trying to find places with his last name and stumbled upon this gem. It was only open for a month or so and the staff was so friendly and accommodating. Originally I was unable to get a reservation because it was fully booked but we took our chances to show up. It was rainy that day and many people cancelled reservations so they were able to accommodate us.\n\nThe food was delicious! I highly recommend the Royal brunch but it’s enough for 2! The drinks were great and pastries even better.\n\nWe hope to go back someday !', 'Amazing place with incredible energy\n\nVery friendly staff, everything was great 👍\nI was especially impressed by the man with blue eyes who met me at the entrance, he was very nice 🌞', ""If I could have given 0 stars I would have. We waited for 35min in the entrance with nobody caring to greet us, we were wondering why we were waiting with so many tables available. Huge lack of staff obviously on that Saturday. They gave us a table by the doors which they were not closing to facilitate their back and fourth service outside. We had a draft (October) and couldn't take our coats off. The waiter just didn't want to take our order after I complained about the beginning of our experience. We were about to leave but someone else found us a better spot. Then paying 8€ for a cold and bland tea which tea bag wasn't even left on a side for me to choose how strong I wanted it was a pure disgrace. The next waiter didn't even wave it from the bill after I explained my complaint and just moved on. The toilets were careless with blocked basins and the used hand towels were left everywhere without anybody to take care of it. They threw away my son's bottle in the garbage right after we forgot it on the table. Ladurée can't even hire people with proper hospitality service training. They absolutely don't care. No need to tell me in your response below that you're sorry and you'll work on it. At this point I want a full refund."", 'Love it!', 'No good hh']",12e
Ladurée,"2 Rte du Pesage, 75012 Paris, France",48.820066,2.4443323,0,,[],12e
Restaurant le panoramique,"2 Rte de la Ferme, 75012 Paris, France",48.82084459999999,2.451215,44,2.8,"[""An incredible meal. The service was impeccable.\nWe weren't lucky enough to have a table close to the windows, but the experience remains unforgettable.\n2 years later, we're still talking about this perfect mushroom egg and honey dessert!\n\nThe price is forgotten but the quality remains! Go and discover this magnificent restaurant.\n\nThanks again"", 'Great place with exceptional panoramic views. Super nice server. Good food and well presented.', ""We wanted to do brunch, but apparently they didn't do that anymore. So we decided to go to the panoramic restaurant for a birthday. The organization was not the best because we had to visit the stables which was not on time, which meant that it fell when we were supposed to eat. Otherwise, I would say the dishes were good, but not exceptional. We pay for the event and for the setting."", ""The staff is not attentive. The food is bland and dry. I asked for a little more sauce with my chicken, they never brought it to me despite repeated reminders. My colleague was supposed to have a plate of prawn, we brought her a simple plate of fish and chips.\nThe portions are really small.\nThe setting is pretty good.\n\nI don't recommend this place if you're looking for good food at decent prices.\n\nEverything is way too expensive for what it is!"", ""Excellent and well-portioned food, friendly staff. Exceptional view of the Vincennes racecourse. It's a spectacle as well as a meal to be had at least once in your life. I had a good afternoon despite not winning anything on the race predictions.""]",12e
Le Pavillon Rouge,"Route de la Pyramide, 75012 Paris, France",48.8211171,2.4603491,248,4.3,"['We had a great evening! Good music, nice cocktails', 'Lovely staff and super good food (well done for the excellent maffé, the soft chocolate, everything is good). Smiles, good humor. We had a great time and we will come back for lunch with great pleasure. Thank you, thank you and thank you again.', 'I went there when it opened around 11 a.m. with my wife and my 3 year old daughter. The meal was good, and we were quiet. The staff was very friendly, we had a great time.', 'A superb discovery nearby!\n\nThe setting is very pleasant, you are far from the city atmosphere; difficult to get rid of in the Paris region.\n\nThe kitchen is simple but very effective! The dishes are plentiful and good!\nNote that happy hour is attractive (4:00 p.m.-8:00 p.m.).\n\nThe staff is super friendly, professional and friendly!\n\nI will come back!', 'Restaurant located at the exit of the Bois de Vincennes arboretum sector.\ngood welcome, rather quiet, beautiful terrace, simple cuisine, fair price and pleasant atmosphere.\nHappy hours from 4 p.m. only downside: credit cards not accepted.\nof course I will come back.']",12e
Restaurant uranie,"Hippodrome De Vincennes, 2 Rte de la Ferme, 75012 Paris, France",48.821246,2.4524152,6,3.8,"['Tn', ""Very expensive portions and ridiculous quantity,\nso much so that the staff completely agree with the customers.\nIt's just not possible and should be denounced.\nPure and simple theft"", 'Good pleasant restaurant or staff and very friendly good time relaxing with the pleasure of seeing the races no one even coming to the table to bet', 'Good times spent with friends', '']",12e
Le Cardinal,"5 Pl. de la Prte de Saint-Cloud, 75016 Paris, France",48.83730019999999,2.2574612,1254,4.3,"[""Great Place, escargot was amazing so was the Duck and all the food. Great atmosphere. Saw celebrities and prices not outrageous for what you get. Definitely recommend. Best part was the staff, our waiter who's name start with L was amazing, funny and always on top of things. Tall gentlemen from Romaina"", 'Ordered the meal at 23H.\nMenu entrée + main dish = 30euros is not only deal, but also it was tasty.\n\nMarch/2023\nScallops were awesome, with rice. The fish (mackerel) paste with bread was very good too.', 'The staff was nice. There was a slight language barrier, but they were able to get us exactly what we asked for. Food and drinks were good. The atmosphere was good until they let a women bring in her huge hairy dog. I’ve never experienced that at dinner. The dog didn’t appear to be a service animal. Other than that, we had a good time.', 'Food average.   Presentation is good.  Waiter was not the best… very loud and pushy.  Dishes came out at different times.  One of the main dishes came very late.    Wouldn’t return.', 'Really had a great time.  Took my mom here for her 70th. Staff were accommodating, fun , sang her happy birthday in French... she loved it. The food was great too, we had the veal and grilled salmon. Desserts were profiteroles and creme brule...great atmosphere and ambience was chilled, too.']",16e
Mathusalem (Le),"5 bis Boulevard Exelmans, 75016 Paris, France",48.8398598,2.2664872,558,4.5,"['The ""pate"" was dry and tasted like sawdust. The main ""pork cutlet"" was also sub-par and did not meet my expectations and would rather belong in a cheap tourist trap than this highly praised restaurant. The broccoli under the meat was overcooked and tasteless. Look at the pictures and get your own impression if you don\'t believe me.\n\nQuite a sad ""french cuisine"" and I\'ll definitely won\'t go there again.', 'Great atmospheric bistro, delicious food, attentive service, went for dinner with colleagues and returned a second time for lunch on my own during my short business trip. The waiters were welcoming and I left feeling very satisfied', 'A wonderful dining experience for my entire family. The staff was so friendly and welcoming. They gladly translated and explained the items on the menu. The food was delicious. The prices were great for the quality of food. I would definitely recommend and we will return.', ""Really loved our dinner here. The place felt full of friends of the manager and we felt very welcome. The food (especially the mash potato which was the best I've ever had!) and wine was wonderful. Can't wait to go back!!"", ""Great experience in this restaurant! Loubna and Adama were smiling, friendly and full of energy!\nThe food was excellent.\nWe took macaroons with fresh cheese, salmon rillettes as a starter, supreme of chicken with mashed potatoes as a main course and rum baba, French toast and chocolate cake for dessert.\nIf you like rum baba, don't hesitate! You'll like it!""]",16e
Aux Trois Obus,"120 Rue Michel Ange, 75016 Paris, France",48.8385948,2.2572337,1293,3.8,"['Non eatable burger!\nTaste was horrible, I wasn’t able to eat more than a single bite. (Beef burger)\nFries: as you can see and also read in another comment, seems like they were fried many times in a poor quality oil.\nTaste: beef was extremely disgusting. Quality of the meat was questionable.\nService: nice server, however when he came to bring the check, he asked if everything was ok. Obviously no. I left the entire food, and when I said: no it wasn’t. He didn’t dare to ask why.\nNever again!', 'Cute cafe in a nice location.  We were served quickly.  Tasty desserts and drinks.  We had a flatbread, drinks, and dessert.', 'I had the chicken and it was great, the portion was generous too. I also had the grosse profiterole, it was good.', 'The staff is welcoming and professional.  The lasagna is smashingly good!  Love your lasagna.', 'Nelson is a great waiter. Very nice ambiance and nice way to have a drink and look at people walking by.  Nice beer on tap and delicious Frites']",16e
Vin & Marée Murat Exelmans,"183 Bd Murat, 75016 Paris, France",48.8392042,2.2650461,567,4.3,"['One of the best seafood restaurant in the neighborhood of Paris!\nFresh and tasty with reasonable price :)\nLove it! Will visit it again :)', 'Nice place, perfect staff, very friendly, good service, sea food are very fresh, the oysters are perfect, a main dish cost about 35 euro\nI ordered oysters, fish and soufflé as desert\nLovely diner\nHighly recommended', 'I was impressed with everything: Service, speed, quality and quantity of the food. The wine list is also quite interesting. I would warmly recommend.', 'Service is 4 star food is 3. A nice decent place . But not very impressive.', ""Had a scrumptious dinner there a few months ago. Although based on the reputation of the place I was expecting the personnel to be very snobish, but I'm glad I got proven wrong. Truth is everyone was really mindful of how our meal was proceeding, discrete at times but always helpful when need be. The food was really something! A large variety of well balanced and refined dishes. A great experience I'd gladly recommend to anyone.""]",16e
Restaurant Iannello,"17 Boulevard Exelmans, 75016 Paris, France",48.8402637,2.2655059,322,4.6,"['Dive into their daily suggestions or explore the incredible menu—either way, you’re in for a treat that you won’t regret! The staff is always friendly and full of energy, making every visit a delight. I can’t recommend it enough; it’s an experience you don’t want to miss!', 'Food is delicious!! Starters, main course dessert fabulous. Service very proffessional. Always happy to come back here. I recomend this place', 'Very good place with everything we ordered was perfect. Above the expectations.', 'Great italian restaurant ! The owner is really friendly ans the products quality is amazing ! Crowded on a saturday night - booking is a must.', 'Real Italian restaurant. Good food and matching wines. The owner is a very nice and welcoming man.']",16e
